,32:cd:a7:a0:6d:d8,84:b2:61:56:8a:01,84:b2:61:56:8a:02,84:b2:61:56:8a:00,84:b2:61:6d:3d:22,84:b2:61:6d:3d:21,84:b2:61:6d:3d:20,84:b2:61:5e:44:22,84:b2:61:5e:44:21,84:b2:61:5e:44:20,84:b2:61:47:dd:42,84:b2:61:47:dd:41,84:b2:61:47:dd:40,84:b2:61:47:e2:c0,84:b2:61:56:8a:0f,84:b2:61:56:8a:0e,84:b2:61:56:8a:0d,84:b2:61:5e:44:2f,84:b2:61:5e:44:2d,84:b2:61:6d:3d:2e,84:b2:61:5e:44:2e,84:b2:61:6d:3d:2d,84:b2:61:6d:3d:2f,84:b2:61:47:dd:4e,84:b2:61:47:dd:4f,84:b2:61:47:dd:4d,84:b2:61:47:e2:c2,84:b2:61:47:e2:c1,84:b2:61:6d:5d:70,84:b2:61:6d:5d:72,84:b2:61:6d:5d:71,84:b2:61:47:e2:ce,84:b2:61:47:e2:cd,84:b2:61:6d:52:a1,84:b2:61:6d:52:a0,84:b2:61:6d:52:a2,84:b2:61:6d:52:af,84:b2:61:40:75:f1,84:b2:61:40:75:f2,84:b2:61:40:75:f0,c4:71:54:39:70:e4,lat,long
11:05:23:00,-53.0,-60.0,-60.0,-60.0,-73.0,-73.0,-73.0,-79.0,-79.0,-78.0,-90.0,-91.0,-94.0,-90.0,-58.0,-58.0,-59.0,-75.0,-74.0,-68.0,-74.0,-69.0,-68.0,-91.0,,,-90.0,-89.0,,,,,,,,,,,,,,44.43488742306106,26.04768786572328
11:05:24:00,-52.0,-62.0,-62.0,-62.0,-75.0,-75.0,-75.0,-81.0,-82.0,-82.0,-94.0,-94.0,-95.0,-93.0,-58.0,-59.0,-59.0,-73.0,-73.0,-67.0,-73.0,-67.0,-66.0,-88.0,-87.0,-88.0,-94.0,-94.0,,,,,,,,,,,,,,44.43487584429539,26.04768786572328
11:05:25:00,-58.0,-67.0,-69.0,-63.0,-79.0,-80.0,-80.0,-76.0,-76.0,-76.0,-87.0,-86.0,-86.0,-91.0,-60.0,-60.0,-60.0,-72.0,-69.0,-66.0,-72.0,-66.0,-67.0,-91.0,-91.0,-89.0,-92.0,-91.0,,,,,,,,,,,,,,44.43486509872473,26.04768786572328
11:05:26:00,-53.0,-59.0,-59.0,-57.0,-61.0,-62.0,-62.0,-78.0,-78.0,-77.0,-87.0,-87.0,-90.0,-88.0,-53.0,-54.0,-53.0,-69.0,-69.0,-65.0,-71.0,-65.0,-65.0,,,,-88.0,-87.0,,,,,,,,,,,,,,44.43485504748318,26.047689065219764
11:05:27:00,-56.0,-60.0,-60.0,-60.0,-65.0,-66.0,-66.0,-77.0,-77.0,-77.0,-85.0,-85.0,-85.0,-94.0,-55.0,-56.0,-55.0,-73.0,-72.0,-61.0,-72.0,-61.0,-61.0,-88.0,-89.0,-87.0,-92.0,-90.0,-94.0,-94.0,-94.0,,,,,,,,,,,44.43485552080972,26.04770046043637
11:05:28:00,-54.0,-64.0,-64.0,-64.0,-59.0,-59.0,-59.0,-74.0,-75.0,-75.0,-87.0,-89.0,-88.0,-89.0,-51.0,-51.0,-51.0,-74.0,-74.0,-58.0,-74.0,-58.0,-57.0,-86.0,-85.0,-85.0,-89.0,-89.0,,,,,,,,,,,,,,44.434865098724046,26.04770046043637
11:05:29:00,-55.0,-58.0,-58.0,-58.0,-63.0,-63.0,-63.0,-83.0,-81.0,-81.0,-87.0,-86.0,-86.0,-88.0,-49.0,-49.0,-49.0,-72.0,-71.0,-61.0,-69.0,-60.0,-60.0,-83.0,-83.0,-83.0,-88.0,-90.0,,-96.0,-94.0,,,,,,,,,,,44.43487567897822,26.04770046043637
11:05:30:00,-56.0,-57.0,-57.0,-54.0,-72.0,-72.0,-73.0,-79.0,-80.0,-80.0,-88.0,-87.0,-87.0,-84.0,-49.0,-49.0,-50.0,-73.0,-75.0,-60.0,-69.0,-61.0,-60.0,-86.0,-86.0,-85.0,-84.0,-84.0,,,,,,,,,,,,,,44.43488652373876,26.04770046043637
11:05:31:00,-57.0,-46.0,-46.0,-46.0,-62.0,-62.0,-62.0,-74.0,-74.0,-74.0,-85.0,-87.0,,,-43.0,-44.0,-44.0,-65.0,-65.0,-60.0,-65.0,-60.0,-60.0,-85.0,-84.0,-84.0,,,,,,,,,,,,,,,,44.43489736849929,26.04770046043637
11:05:32:00,-67.0,-43.0,-44.0,-44.0,-78.0,-77.0,-78.0,-75.0,-75.0,-75.0,-92.0,-91.0,-93.0,-88.0,-50.0,-50.0,-50.0,-57.0,-57.0,-65.0,-57.0,-65.0,-65.0,-87.0,-87.0,-88.0,-89.0,-88.0,,,,,,,,,,,,,,44.43490776633531,26.04770046043637
11:05:33:00,-76.0,-60.0,-60.0,-60.0,-82.0,-82.0,-82.0,-67.0,-67.0,-66.0,-94.0,-95.0,-96.0,-94.0,-58.0,-58.0,-57.0,-64.0,-64.0,-76.0,-64.0,-76.0,-75.0,-90.0,-87.0,-90.0,-96.0,-95.0,,,,,,,,,,,,,,44.43491350338651,26.047708017271784
11:05:34:00,-75.0,-66.0,-66.0,-66.0,-94.0,-95.0,-93.0,-77.0,-78.0,-77.0,-95.0,-95.0,-94.0,-95.0,-60.0,-61.0,-61.0,-57.0,-57.0,-83.0,-57.0,-83.0,-83.0,-91.0,-92.0,,,-95.0,,,,,,,,,,,,,,44.43491350338571,26.047722571177026
11:05:35:00,-79.0,-68.0,-69.0,-68.0,-94.0,-92.0,-92.0,-61.0,-62.0,-61.0,-96.0,-94.0,-95.0,,-60.0,-60.0,-60.0,-55.0,-55.0,-87.0,-55.0,-86.0,-86.0,-88.0,-87.0,-87.0,,,,,,,,,,,,,,,,44.43491350338485,26.047738244613438
11:05:36:00,-80.0,-77.0,-77.0,-78.0,-91.0,-91.0,-91.0,-66.0,-66.0,-66.0,-94.0,-94.0,-94.0,,-65.0,-66.0,-66.0,-52.0,-51.0,-88.0,-52.0,-87.0,-88.0,-85.0,-85.0,-84.0,,,,,,,,,,,,,,,,44.43491350338399,26.04775363816706
11:05:37:01,-79.0,-76.0,-76.0,-76.0,-95.0,-95.0,-94.0,-74.0,-74.0,-74.0,-95.0,-94.0,-94.0,,-70.0,-72.0,-70.0,-53.0,-54.0,-91.0,-54.0,,,-88.0,-87.0,-86.0,,,,,,,,,,,,,,,,44.434913503383186,26.047768314521022
11:05:38:00,-82.0,-75.0,-75.0,-76.0,-94.0,-95.0,-95.0,-62.0,-62.0,-62.0,-93.0,-93.0,-94.0,,-68.0,-68.0,-68.0,-51.0,-52.0,,-53.0,,,-84.0,-84.0,-86.0,,,,,,,,,,,,,,,,44.434913503382326,26.04778390049406
11:05:39:00,-88.0,-83.0,-84.0,-83.0,-94.0,-95.0,-95.0,-56.0,-55.0,-56.0,-91.0,-89.0,-91.0,,-75.0,-75.0,-75.0,-50.0,-50.0,,-51.0,-91.0,-91.0,-82.0,-81.0,-82.0,,,,,,,,-96.0,,,,,,,,44.43491350338145,26.047799643901172
11:05:40:00,-89.0,-84.0,-84.0,-81.0,-95.0,-96.0,-95.0,-56.0,-56.0,-56.0,-86.0,-86.0,-85.0,,-68.0,-68.0,-68.0,-45.0,-45.0,,-45.0,,,-81.0,-80.0,-81.0,,,,,,,,-91.0,-92.0,-94.0,,,,,,44.434913503380585,26.047815387308283
11:05:41:00,-83.0,-73.0,-73.0,-73.0,-87.0,-87.0,-87.0,-51.0,-51.0,-51.0,-75.0,-75.0,-73.0,,-71.0,-72.0,-72.0,-47.0,-46.0,-87.0,-46.0,-87.0,-87.0,-61.0,-60.0,-61.0,,,,,,,,-93.0,-92.0,-92.0,,,,,,44.43491350337968,26.047831805432846
11:05:42:00,-77.0,-71.0,-71.0,-69.0,-83.0,-86.0,-82.0,-54.0,-54.0,-54.0,-67.0,-66.0,-68.0,,-64.0,-64.0,-64.0,-51.0,-47.0,-84.0,-52.0,-84.0,-84.0,-57.0,-54.0,-57.0,,,,,,,,-86.0,-84.0,-82.0,-91.0,-96.0,-96.0,-96.0,,44.434913503378695,26.047849797898117
11:05:43:00,-66.0,-61.0,-60.0,-61.0,-92.0,-93.0,-93.0,-50.0,-50.0,-49.0,-65.0,-65.0,-64.0,,-65.0,-69.0,-67.0,-49.0,-49.0,-85.0,-49.0,-84.0,-84.0,-51.0,-51.0,-51.0,,,,,,,,-85.0,-87.0,-86.0,,,,,,44.43491350337778,26.04786629099128
11:05:44:00,-75.0,-64.0,-64.0,-64.0,-94.0,-93.0,-92.0,-51.0,-51.0,-51.0,-80.0,-79.0,-80.0,,-66.0,-66.0,-67.0,-52.0,-51.0,-88.0,-52.0,-88.0,-87.0,-75.0,-76.0,-77.0,,,,,,,,-84.0,-85.0,-85.0,,,,,,44.43491350337677,26.047884658299576
11:05:48:01,-75.0,-64.0,-64.0,-64.0,-94.0,-93.0,-92.0,-51.0,-51.0,-51.0,-80.0,-79.0,-80.0,,-66.0,-66.0,-67.0,-52.0,-51.0,-88.0,-52.0,-88.0,-87.0,-75.0,-76.0,-77.0,,,,,,,,-84.0,-85.0,-85.0,,,,,,44.434918194983844,26.04790199402301
11:05:49:00,-73.0,-73.0,-75.0,-75.0,-91.0,-91.0,-86.0,-53.0,-53.0,-53.0,-77.0,-76.0,-76.0,,-67.0,-67.0,-67.0,-45.0,-47.0,-86.0,-46.0,-86.0,-86.0,-73.0,-72.0,-72.0,,,,,,,,-88.0,-85.0,-86.0,,,,,,44.4349374999837,26.047903773512555
11:05:51:00,-79.0,-72.0,-69.0,-73.0,,,,-60.0,-59.0,-59.0,-81.0,-81.0,-81.0,,-62.0,-59.0,-60.0,-49.0,-51.0,-89.0,-53.0,-88.0,-87.0,-80.0,-80.0,-81.0,,,,,,,,,,,,,,,,44.434930838342176,26.047903773512555
11:05:52:00,-77.0,-70.0,-72.0,-72.0,-92.0,-92.0,-92.0,-63.0,-63.0,-63.0,-82.0,-83.0,-84.0,,-73.0,-73.0,-74.0,-51.0,-52.0,,-52.0,,-90.0,-79.0,-79.0,-78.0,,,,,,,,-92.0,-90.0,-91.0,,,,,,44.43492513431162,26.047903773512555
11:05:53:00,-82.0,-83.0,-83.0,-81.0,-91.0,-92.0,-92.0,-62.0,-61.0,-64.0,-77.0,-76.0,-75.0,,-76.0,-75.0,-76.0,-65.0,-65.0,,-61.0,,-92.0,-83.0,-86.0,-87.0,,,,,,,,-96.0,-94.0,-96.0,,,,,,44.43491451732043,26.047903773512555
11:05:54:00,-82.0,-79.0,-79.0,-79.0,-92.0,-92.0,-90.0,-71.0,-71.0,-71.0,-72.0,-73.0,-73.0,,-79.0,-79.0,-79.0,-61.0,-61.0,-88.0,-61.0,-87.0,-87.0,-83.0,-82.0,-82.0,,,,,,,,-94.0,-95.0,-95.0,,,,,,44.4349028118646,26.047903773512555
11:05:55:00,-88.0,-81.0,-81.0,-81.0,-93.0,-95.0,-95.0,-69.0,-69.0,-69.0,-74.0,-74.0,-74.0,,-78.0,-77.0,-76.0,-64.0,-65.0,,-65.0,,,-79.0,-79.0,-79.0,,,,,,,,,,,,,,,,44.434891249158234,26.047903773512555
11:05:56:00,-84.0,-75.0,-75.0,-73.0,-92.0,-93.0,-92.0,-66.0,-66.0,-66.0,-79.0,-80.0,-80.0,,-77.0,-77.0,-77.0,-64.0,-64.0,,-64.0,,-91.0,-81.0,-80.0,-81.0,,,,,,,,-94.0,,-93.0,,,,,,44.434879044079295,26.047903773512555
11:05:57:00,-77.0,-75.0,-75.0,-75.0,-92.0,-92.0,-90.0,-67.0,-68.0,-68.0,-86.0,-85.0,-86.0,,-79.0,-78.0,-78.0,-63.0,-64.0,,-64.0,-91.0,-90.0,-81.0,-81.0,-81.0,,,,,,,,-94.0,-93.0,-93.0,,,,,,44.43487454747067,26.047914568984517
11:05:58:00,-82.0,-79.0,-79.0,-79.0,-91.0,-90.0,-90.0,-62.0,-62.0,-62.0,-88.0,-89.0,-89.0,,-78.0,-78.0,-78.0,-61.0,-61.0,,-62.0,,,,,,,,,,,,,,,,,,,,,44.434874547469775,26.04793076219247
11:05:59:00,-84.0,-80.0,-79.0,-81.0,-93.0,-93.0,-93.0,-67.0,-67.0,-68.0,-84.0,-84.0,-82.0,,-73.0,-74.0,-73.0,-63.0,-63.0,,-63.0,,,-81.0,-80.0,-81.0,,,,,,,,,,,,,,,,44.4348785444541,26.04794155766443
11:06:00:00,-85.0,-77.0,-77.0,-77.0,,,,-63.0,-63.0,-63.0,-86.0,-85.0,-85.0,,-78.0,-78.0,-77.0,-56.0,-56.0,,-56.0,,-90.0,-79.0,-79.0,-79.0,,,,,,,,,,,,,,,,44.43488853691638,26.04794155766443
11:06:01:00,-79.0,-81.0,-82.0,-81.0,-91.0,-90.0,-90.0,-68.0,-68.0,-68.0,-83.0,-81.0,-81.0,,-75.0,-75.0,-76.0,-62.0,-62.0,,-62.0,,,-77.0,-75.0,-75.0,,,,,,,,-94.0,-95.0,-95.0,,,,,,44.43490024237221,26.04794155766443
11:06:02:00,-79.0,-69.0,-71.0,-69.0,,,,-62.0,-61.0,-62.0,-74.0,-74.0,-74.0,,-72.0,-72.0,-69.0,-57.0,-59.0,-88.0,-58.0,-90.0,-89.0,-79.0,-79.0,-78.0,,,,,,,,,,,,,,,,44.43491180507857,26.04794155766443
11:06:03:00,-73.0,-69.0,-69.0,-72.0,,,,-63.0,-63.0,-64.0,-75.0,-75.0,-75.0,,-65.0,-65.0,-65.0,-54.0,-56.0,-90.0,-55.0,-89.0,-88.0,-80.0,-79.0,-79.0,,,,,,,,,,,,,,,,44.4349240101575,26.04794155766443
11:06:04:00,-83.0,-84.0,-83.0,-83.0,-94.0,-94.0,-96.0,-63.0,-63.0,-64.0,-88.0,-91.0,-89.0,,-62.0,-64.0,-64.0,-47.0,-47.0,-86.0,-48.0,-87.0,-87.0,-77.0,-75.0,-77.0,,,,,,,,,,,,,,,,44.43493525167757,26.04794155766443
11:06:05:00,-76.0,-67.0,-66.0,-66.0,-93.0,-95.0,-93.0,-58.0,-58.0,-58.0,-77.0,-77.0,-78.0,,-61.0,-61.0,-61.0,-48.0,-48.0,-90.0,-49.0,-88.0,-87.0,-76.0,-75.0,-76.0,,,,,,,,-91.0,-91.0,-92.0,,,,,,44.434937499981025,26.0479282632263
11:06:06:00,-76.0,-67.0,-66.0,-66.0,-93.0,-95.0,-93.0,-58.0,-58.0,-58.0,-77.0,-77.0,-78.0,,-61.0,-61.0,-61.0,-48.0,-48.0,-90.0,-49.0,-88.0,-87.0,-76.0,-75.0,-76.0,,,,,,,,-91.0,-91.0,-92.0,,,,,,44.434937499980194,26.047913219519994
11:06:07:00,-68.0,-62.0,-62.0,-62.0,-89.0,-91.0,-91.0,-53.0,-52.0,-52.0,-76.0,-76.0,-74.0,,-63.0,-63.0,-63.0,-49.0,-50.0,-84.0,-46.0,-84.0,-84.0,-68.0,-65.0,-66.0,,,,,,,,-87.0,-86.0,-84.0,,,,,,44.434937499979846,26.047903773471848
11:06:08:00,-68.0,-62.0,-62.0,-62.0,-89.0,-91.0,-91.0,-53.0,-52.0,-52.0,-76.0,-76.0,-74.0,,-63.0,-63.0,-63.0,-49.0,-50.0,-84.0,-46.0,-84.0,-84.0,-68.0,-65.0,-66.0,,,,,,,,-87.0,-86.0,-84.0,,,,,,44.43493749997967,26.04789747610642
11:06:11:00,-67.0,-59.0,-60.0,-59.0,-83.0,-87.0,-82.0,-55.0,-56.0,-55.0,-74.0,-74.0,-75.0,,-62.0,-62.0,-62.0,-42.0,-42.0,-84.0,-42.0,-84.0,-83.0,-74.0,-74.0,-75.0,,,,,,,,-88.0,-86.0,-87.0,,,,,,44.43493749997906,26.047886363108606
11:06:12:00,-68.0,-57.0,-57.0,-57.0,-87.0,-90.0,-89.0,-49.0,-48.0,-48.0,-63.0,-63.0,-63.0,,-60.0,-60.0,-60.0,-48.0,-48.0,-82.0,-48.0,-83.0,-82.0,-61.0,-61.0,-61.0,,,,,,,,-93.0,-94.0,-91.0,,,,,,44.434940497717655,26.047884881375563
11:06:13:00,-67.0,-61.0,-61.0,-59.0,-85.0,-82.0,-81.0,-45.0,-45.0,-45.0,-62.0,-62.0,-62.0,-96.0,-62.0,-62.0,-62.0,-45.0,-45.0,-81.0,-46.0,-81.0,-81.0,-64.0,-64.0,-65.0,-96.0,-95.0,,,,,,-84.0,-84.0,-84.0,,,,,,44.43494199658631,26.04787228664373
11:06:14:00,-67.0,-52.0,-52.0,-52.0,-87.0,-84.0,-85.0,-54.0,-54.0,-53.0,-79.0,-79.0,-79.0,,-55.0,-56.0,-55.0,-45.0,-46.0,-83.0,-47.0,-83.0,-83.0,-76.0,-75.0,-75.0,,,,,,,,-93.0,-90.0,-93.0,,,,,,44.43494199658552,26.047857892664496
11:06:15:00,-61.0,-55.0,-55.0,-55.0,-83.0,-82.0,-82.0,-52.0,-52.0,-52.0,-80.0,-80.0,-80.0,,-61.0,-61.0,-60.0,-51.0,-51.0,-82.0,-52.0,-81.0,-81.0,-77.0,-78.0,-78.0,,,,,,,,-93.0,-94.0,-93.0,,,,,,44.43494199658461,26.04784149952148
11:06:16:00,-72.0,-52.0,-52.0,-52.0,-89.0,-89.0,-86.0,-65.0,-65.0,-65.0,-85.0,-86.0,-86.0,-99.0,-56.0,-57.0,-57.0,-52.0,-52.0,-85.0,-51.0,-86.0,-85.0,-81.0,-81.0,-81.0,-95.0,-93.0,,,,,,-94.0,-92.0,-95.0,,,,,,44.434941996583646,26.04782400683838
11:06:17:00,-72.0,-52.0,-52.0,-52.0,-89.0,-89.0,-86.0,-65.0,-65.0,-65.0,-85.0,-86.0,-86.0,-99.0,-56.0,-57.0,-57.0,-52.0,-52.0,-85.0,-51.0,-86.0,-85.0,-81.0,-81.0,-81.0,-95.0,-93.0,,,,,,-94.0,-92.0,-95.0,,,,,,44.43494199658273,26.047807213862608
11:06:18:00,-64.0,-52.0,-52.0,-52.0,-83.0,-83.0,-83.0,-61.0,-60.0,-61.0,-91.0,-93.0,-92.0,-91.0,-52.0,-52.0,-52.0,-55.0,-56.0,-79.0,-55.0,-78.0,-78.0,-87.0,-87.0,-86.0,-91.0,-89.0,,,,,,-96.0,-92.0,-97.0,,,,,,44.43494199658172,26.04778884654535
11:06:19:00,-64.0,-52.0,-52.0,-52.0,-83.0,-83.0,-83.0,-61.0,-60.0,-61.0,-91.0,-93.0,-92.0,-91.0,-52.0,-52.0,-52.0,-55.0,-56.0,-79.0,-55.0,-78.0,-78.0,-87.0,-87.0,-86.0,-91.0,-89.0,,,,,,-96.0,,-97.0,,,,,,44.4349419965811,26.04777152878909
11:06:20:00,-65.0,-40.0,-40.0,-40.0,-75.0,-75.0,-70.0,-73.0,-73.0,-74.0,-90.0,-89.0,-90.0,-82.0,-49.0,-49.0,-49.0,-55.0,-55.0,-68.0,-56.0,-68.0,-69.0,-87.0,-85.0,-86.0,-83.0,-83.0,,,,,,,,-96.0,,,,,,44.434941996580235,26.04775263669135
11:06:21:00,-59.0,-45.0,-45.0,-44.0,-60.0,-60.0,-60.0,-65.0,-65.0,-64.0,-84.0,-84.0,-83.0,-88.0,-48.0,-48.0,-49.0,-56.0,-56.0,-56.0,-56.0,-57.0,-57.0,-83.0,-83.0,-83.0,-89.0,-89.0,,,,,,,,,,,,,,44.434941996579745,26.047735318935086
11:06:22:00,-59.0,-50.0,-50.0,-50.0,-64.0,-65.0,-64.0,-67.0,-66.0,-67.0,-85.0,-85.0,-87.0,-79.0,-47.0,-47.0,-47.0,-64.0,-64.0,-59.0,-64.0,-59.0,-59.0,-86.0,-85.0,-85.0,-79.0,-79.0,-94.0,-96.0,-94.0,,,,,-96.0,,,,,,44.434941996578814,26.04771755136697
11:06:23:00,-58.0,-39.0,-39.0,-39.0,-66.0,-67.0,-67.0,-68.0,-67.0,-67.0,-90.0,-91.0,-90.0,-87.0,-46.0,-47.0,-47.0,-63.0,-63.0,-54.0,-64.0,-55.0,-54.0,-87.0,-87.0,-88.0,-87.0,-87.0,,,,,,,,,,,,,,44.43494199657774,26.047698059520087
11:06:24:00,-54.0,-42.0,-42.0,-42.0,,,,-64.0,-64.0,-64.0,-91.0,-91.0,-91.0,-86.0,-46.0,-46.0,-45.0,-65.0,-64.0,-68.0,-64.0,-68.0,-67.0,-88.0,-87.0,-88.0,-86.0,-81.0,,,,,,,,,,,,,,44.43493749996928,26.047690362739957
11:06:25:00,-54.0,-54.0,-54.0,-54.0,-89.0,-90.0,-88.0,-80.0,-79.0,-79.0,-90.0,-92.0,-92.0,-84.0,-51.0,-52.0,-51.0,-72.0,-72.0,-77.0,-71.0,-76.0,-76.0,-87.0,-87.0,-86.0,-85.0,-84.0,,,,,,,,,,,,,,44.43493749996883,26.047681116608175
11:06:30:00,-58.0,-57.0,-56.0,-57.0,-74.0,-74.0,-75.0,-73.0,-73.0,-73.0,-91.0,-91.0,-92.0,-91.0,-55.0,-55.0,-55.0,-66.0,-66.0,-74.0,-66.0,-75.0,-75.0,-90.0,-90.0,-88.0,-92.0,-92.0,,,,,,,,,,,,,-98.0,44.43493749996802,26.04766447357097
11:06:31:00,-50.0,-50.0,-50.0,-50.0,-76.0,-76.0,-76.0,-80.0,-79.0,-80.0,-93.0,-93.0,-91.0,-90.0,-53.0,-53.0,-54.0,-64.0,-64.0,-71.0,-64.0,-72.0,-72.0,-87.0,-87.0,-87.0,-90.0,-91.0,,,,,,,,,,,,,,44.43493749996724,26.04765030449875
11:06:32:00,-51.0,-57.0,-56.0,-56.0,-82.0,-82.0,-81.0,-81.0,-82.0,-81.0,-93.0,-92.0,-94.0,-92.0,-57.0,-57.0,-57.0,-68.0,-68.0,-72.0,-68.0,-72.0,-71.0,,-91.0,-91.0,-92.0,-93.0,,,,,,,,,,,,,,44.43493749996643,26.04763550568999
11:06:33:00,-47.0,-63.0,-63.0,-63.0,-74.0,-74.0,-74.0,-76.0,-76.0,-76.0,-91.0,-91.0,-92.0,-93.0,-55.0,-56.0,-55.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-88.0,-88.0,-88.0,-92.0,-94.0,,,,,,,,,,,,,,44.434937499965685,26.047621966354317
11:06:35:00,-47.0,-63.0,-63.0,-63.0,-74.0,-74.0,-74.0,-76.0,-76.0,-76.0,-91.0,-91.0,-92.0,-93.0,-55.0,-56.0,-55.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-88.0,-88.0,-88.0,-92.0,-94.0,,,,,,,,,,,,,,44.43493749996457,26.047601583325484
